"","MarkerX","MarkerZ","SecondX","SecondZ","UserX","UserZ","ErrorX","ErrorY","ErrorMag","MarkerTime","TrialTime","Landmark","AngleError","Interface"
"235",1.2,1.8,-1.4,0.1,0.5,2.3,-0.7,0.5,0.860232526704263,4.1375,9.7597,"N",16.0064044657257,0
"236",1.5,0,-1.4,1.1,1.9,1.5,0.4,1.5,1.552417469626,3.53,9.79670000000002,"N",27.6834818010705,0
"237",-1.2,1.8,1.2,0.1,-0.8,2.6,0.4,0.8,0.894427190999916,4.7972,9.9194,"N",16.0289783062767,0
"238",1.5,0,0.4,-1.4,1.5,0,0,0,0,3.28649999999999,9.38649999999998,"N",8.53773646251594e-07,0
"239",-1.2,-1.8,-1,0.1,-1.3,-1.6,-0.1,0.2,0.223606797749979,2.2039,9.28160000000003,"N",3.99897384394678,0
"240",0,-2.1,1,-1.4,0.2,-2,0.2,0.1,0.223606797749979,3.49340000000001,9.42670000000001,"N",1.87787744728503,0
"241",0,-2.1,1,0.5,0.1,-2.4,0.1,-0.3,0.316227766016838,4.0852,11.66298,"L",3.79605162648208,0
"242",1.2,1.8,-0.5,-0.6,1,1.4,-0.2,-0.4,0.447213595499958,8.54931,15.84931,"L",1.55868420621073,0
"243",0,2.1,-1.1,0.8,0,2.3,0,0.2,0.2,1.7225,11.11139,"L",3.98252057182895,0
"244",-1.5,0,-0.9,1.1,-1.5,0.1,0,0.1,0.1,3.23152,11.22041,"L",2.35329686610836,0
"245",1.2,-1.8,-0.5,-1.7,1,-1.7,-0.2,0.1,0.223606797749979,4.6464,14.4353,"L",3.36646066342991,0
"246",-1.2,-1.8,-0.1,0.8,-1.1,-1.4,0.0999999999999999,0.4,0.412310562561766,3.94829999999999,12.0928,"L",1.51185434282685,0
"247",0,-2.1,1,-1.4,-0.2,-2.4,-0.2,-0.3,0.360555127546399,2.68009999999998,10.869,"L",4.81355089370645,0
"248",1.5,0,-0.3,-1.5,1.3,0,-0.2,0,0.2,2.6754,9.1088,"L",3.34681864174021,0
"249",0,-2.1,-1.1,0.1,0,-1.7,0,0.4,0.4,4.62790000000001,12.4613,"L",4.86451443776047,0
"250",-1.2,1.8,0.5,-0.8,-1.5,1.1,-0.3,-0.7,0.761577310586391,3.9872,9.86499999999998,"L",13.2902890549931,0
"251",1.5,0,0,1.4,1.6,0,0.1,0,0.1,4.1884,10.9662,"L",1.8391408234085,0
"252",-1.2,-1.8,1.2,-1.2,-1.1,-1.9,0.0999999999999999,-0.0999999999999999,0.141421356237309,1.38379999999998,7.17269999999999,"L",2.8912695962206,0
"253",1.2,-1.8,-0.4,-2,1.1,-1.8,-0.0999999999999999,0,0.0999999999999999,1.82308,8.27863,"N",0.469627019687756,0
"254",0,-2.1,0.9,-1.5,0,-1.9,0,0.2,0.2,1.60420999999999,9.01532,"N",9.72757855140159,0
"255",1.2,-1.8,0.6,0.4,1.2,-1.5,0,0.3,0.3,4.44922,10.26033,"N",2.27044967066496,0
"256",-1.5,0,-0.7,1,-1.5,-0.2,0,-0.2,0.2,1.91463,8.00351999999999,"N",4.9697407281103,0
"257",0,2.1,1.5,0.6,0.1,2.1,0.1,0,0.1,1.96081000000001,7.84970000000001,"N",1.97493401088216,0
"258",1.2,-1.8,-1.3,-0.5,1.1,-1.3,-0.0999999999999999,0.5,0.509901951359278,1.93199999999999,9.34311,"N",9.03948280335515,0
"259",-1.2,1.8,1,0.3,-1.1,1.2,0.0999999999999999,-0.6,0.608276253029822,2.6865,7.5865,"N",11.0882864635608,0
"260",1.2,1.8,-1.5,0.6,0.3,1.8,-0.9,0,0.9,2.0934,10.5934,"N",9.72757855140159,0
"261",1.2,-1.8,-0.3,0.4,1.2,-1.4,0,0.4,0.4,2.69639999999998,9.30749999999998,"N",5.51869411505626,0
"262",0,-2.1,1.4,-1.2,0,-2,0,0.1,0.1,1.61450000000002,10.9812,"N",2.99034497516551,0
"263",1.5,0,0,1.5,1.4,0.2,-0.1,0.2,0.223606797749979,3.7294,16.7628,"N",2.12109639666141,0
"264",1.2,1.8,0.4,-0.7,0.3,1.7,-0.9,-0.1,0.905538513813742,4.81689999999998,13.5502,"N",20.1306156554457,0
